screener.SCREENID	screener.NUMBERES	screener.RESNAME1	screener.RESNAME2	screener.RESNAME3	screener.RESNAME4	screener.SLOCNAME	screener.COUNTRY	screener.REGION	screener.SECTOR	screener.SLOCSIZE	screener.TYPE	resource.RESOURID	resource.FK_Screenid	resource.RESNAME1	resource.TYPERES	resource.ANALUNIT	resource.SECTOR1	resource.SECTOR2	resource.SURFAREA	resource.LENGTH	resource.STOREVOL	resource.FLOWVOL	resource.CONTROL	resource.QUALBETR	resource.CONFLICT	resource.VARSPACE	resource.PREDVAR1	resource.VARYEAR	resource.PREDVAR2	resource.VAROTIME	resource.PREDVAR3	oplevel.OPLEVID	oplevel.FK_RESOURID	oplevel.PROBLEM	oplevel.WELLDEFN	oplevel.BOWNCLOS	oplevel.BAPCLOSE	oplevel.BEGDATE	oplevel.ENDDATE	oplevel.ESTNDATE	oplevel.DURATION	oplevel.NEWOPRUL	oplevel.RESCHANG	oplevel.NEWTECH	oplevel.NEWVALUE	oplevel.EXTINCAP	oplevel.NEWGROUP	oplevel.INTCHANG	oplevel.INTERNAL	oplevel.BEGBLNC	oplevel.ENDBLNC	oplevel.BEGRATE1	oplevel.ENDRATE1	oplevel.BEGRATE2	oplevel.ENDRATE2	oplevel.BEGRATE3	oplevel.ENDRATE3	oplevel.BEGQUAL	oplevel.ENDQUAL	oplevel.BEGPOLL	oplevel.ENDPOLL	oplevel.BEGCONDA	oplevel.ENDCONDA	oplevel.BEGCONDD	oplevel.ENDCONDD	oplevel.BEGCONDP	oplevel.ENDCONDP	oplevel.BEGTRUST	oplevel.ENDTRUST	oplevel.EOWNCLOS	oplevel.EAPCLOSE	oplevel.EXTPOLL	oplevel.SEX	oplevel.ETHNCID	oplevel.CLANID	oplevel.RACEID	oplevel.SOCSTRAT	oplevel.RELANIMS	oplevel.COMMLANG	oplevel.CULTVWR	oplevel.OTHRCOMM	oplevel.SOCSANCT	oplevel.PHYSANCT	oplevel.MONSANCT	oplevel.VARSANCT	oplevel.BRIBERY	oplevel.MONPAID	oplevel.NUMSUBGP	oplevel.SUBGP1	oplevel.SUBGP2	oplevel.SUBGP3	oplevel.SUBGP4	oplevel.SG1TOSG2	oplevel.SG1TOSG3	oplevel.SG1TOSG4	oplevel.SG2TOSG3	oplevel.SG2TOSG4	oplevel.SG3TOSG4	oplevel.REALOSER	oplevel.REALYES	oplevel.WORSTOFF	oplevel.RELEQUTY	oplevel.CONDITON	subgroup.SUBGRPID	subgroup.SBGPDES	subgroup.BNUMUSR1	subgroup.ENUMUSR1	subgroup.BNUMUSR2	subgroup.ENUMUSR2	subgroup.SGENDER1	subgroup.SGENDER2	subgroup.SETHID1	subgroup.SETHID2	subgroup.SCLANID1	subgroup.SCLANID2	subgroup.SRACEID1	subgroup.SRACEID2	subgroup.SCASTE1	subgroup.SCASTE2	subgroup.SRELID1	subgroup.SRELID2	subgroup.SLANG1	subgroup.SLANG2	subgroup.SCULTVWR	subgroup.ACCESS	subgroup.WITHDRAW	subgroup.MANAGE	subgroup.EXCLUDED	subgroup.EXCLUDIN	subgroup.RESIDENT	subgroup.KPRESURE	subgroup.FAMINCDE	subgroup.SUBNOT	subgroup.SUBSIM	subgroup.AVERINC	subgroup.SUBVAR	subgroup.LONGVAR	subgroup.ASSETS	subgroup.ALTSUPLY	subgroup.SUBWHERE	subgroup.OLSON	subgroup.RULEFOLL	subgroup.RULEBRAK
50058	2	Tanowong Bwasao Irrigation	Tanowong Traditional Irrigation			The Tanowong villages	Philippines	Orient	5	-1	-1	50058.1	50058	Tanowong Bwasao Irrigation	2	2	5		0	0	0		-1	-2	0	-1	-1	2.3	-2	2.3	-2	48.1	50058.1	7	1	1	2	1954	1972	1972	3	1	4	1	1	1	1	2	-2	3.4	3.4	-2	-2	-1	-1	-2	-2	3.3	3.3	1.3	1.3	2.3	2.3	2.3	2.3	2.3	2.3	1.4	1.4	-2	-2	2.3	2.3	1.3	2.3	1.3	1.3	1.3	1.3	1.3	1.3	-1	-1	2.3	-1	4.3	10000.5	1	63.1	0	0	0	44444	44444	44444	44444	44444	44444	2.3	-2	2.3	2.3	0	63.1	All appropriators of the resource	200.3	200.3	4.3	4.3	2.3		1.3	Bontoc	2.3		1.3		1.3		1.3		1.3		1.3	1.4	1.4	1.4	1.4	3.3	6.3	-2	2.3	-1	1.3	3.3	-1	1.3	6.4	4.4	-2	1.3	1.3	1.3
50057	2	Tanowong Traditional Irrigation	Tanowong Bwasao Irrigation			The Tanawong villages	Philippines	Orient	5	-1	-1	50057.1	50057	Tanowong Traditional Irrigation	2	2	5		0	0	0		-1	-2	0	-1	-1	-1	-1	-1	-1	49.1	50057.1	7	1	1	2	1939	1953	1953	3	1	4	1	1	1	1	2	-2	3.3	1.4	-2	-2	-1	-1	-2	-2	3.3	3.3	1.3	1.3	2.3	2.3	2.3	2.3	2.3	3.4	1.4	1.4	-2	-2	2.3	2.3	1.3	2.3	1.3	1.3	1.3	1.3	1.3	1.3	-1	-1	2.3	-1	4.3	10000.5	1	64.1	0	0	0	44444	44444	44444	44444	44444	44444	2.3	-2	2.3	2.3	0	64.1	All appropriators of the resource	200.3	200.3	4.3	4.3	2.3		1.3	Bontoc	2.3		1.3		1.3		1.3		1.3		1.3	1.4	1.4	1.4	1.4	3.3	6.3	-2	2.3	-1	1.3	3.3	-1	1.3	6.4	4.4	-2	1.3	1.3	1.3
10309	1	Chiguana				Chiguana	Venezuela	South America	1	15000000	-2	10309.1	10309	Chiguana	1	2	1		15000000.5	0	0		2.4	-2	-1	1.4	4.3	1.4	3.4	1.3	4.3	50.1	10309.1	1	1	-1	-1	1936	1971	0	4	4	1	1	1	1	1	2	-2	4.2	2.2	-1	76	-2	-2	-2	-2	-1	3.2	1.2	1.2	-2	-2	-2	-2	-2	-2	1.2	1.3	-1	-1	1.4	1.5	1.5	2.5	3.3	-2	-1	1.5	-1	-1	-1	-1	2.3	-1	-1	-1.	1	65.1	0	0	0	44444	44444	44444	44444	44444	44444	-1		-1	-1	0	65.1	the men of Chiguana who fish	-1	48.5	-1	2.5	1.5	0	3.3		-1		-1		-2		-1		1.5	Spanish	-1	1.4	1.4	-1	3.2	-1	6.4	-1	2.4	6.4	1.4	2.3	1.2	-1	6.4	4.4	-2	1.3	1.2	-1
50191	2	Nayband Irrigation	Deh Salm Irrigation			Nayband	Iran	Middle East & South Asia	5	-1	-1	50191.1	50191	Nayband Irrigation	2	2	5		0	0	0		1.3	-2	0	-1	-1	-1	-1	-1	-1	51.1	50191.1	7	1	1	2	0	1970	1970	10	1	1	1	1	1	1	2	-2	-1	2	-2	-2	-1	-1	-2	-2	-1	3.4	-1	1.4	-1	2.3	-1	2.3	-1	2.3	-1	1.3	-2	-2	2.3	2.3	1.3	2.3	1.3	1.3	2.3	1.3	1.3	1.3	2.3	2.3	-2	-1	-2	-2.	1	66.1	0	0	0	44444	44444	44444	44444	44444	44444	2.3	-2	2.3	2.3	0	66.1	all appropriators of the resource	0	40.3	0	2.3	2.3		1.3		2.3		1.3		1.3		2.3		1.3		1.3	1.3	1.3	1.3	1.3	3.3	6.4	-2	2.3	4.3	1.3	3.3	1.3	1.3	6.3	4.4	-24	-1	1.3	1.3
70312	2	Kagodo myok grounds	Kagodo anchovy grounds			Kagodo myok grounds	Korea	Orient	7	-1	-2	70312.1	70312	Kagodo myok grounds	1	1	7		0	0	0		2.4	-1	-1	1.4	2.4	1.4	2.3	1.3	4.3	52.1	70312.1	1	1	3	1	0	1969	0	7	1	1	1	1	1	1	2	-2	-1	3.3	-2	-2	-2	-2	-2	-2	-1	2.4	-1	1.4	-1	-1	-2	-2	-2	-2	-1	1.4	3.4	7.4	2.4	2.4	1.4	2.4	1.4	-2	1.4	1.4	1.4	1.4	-1	-1	-2	-1	-1	-2.	1	67.1	0	0	0	44444	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	67.1	Kagoda men and women who collect myok	-1	288.4	-1	5.4	2.4		1.5		2.5		1.5		-2		1.5		1.5	Korean	1.5	1.4	1.4	1.4	1.4	1.4	6.4	2.3	2.2	6.4	1.4	1.4	-1	-1	6.3	4.3	-2	1.4	1.4	-1
10313	2	Kagoda anchovy grounds	Kagoda myok grounds			Kagoda anchovy grounds	Korea	Orient	1	-1	-2	10313.1	10313	Kagoda anchovy grounds	1	2	1		0	0	0		2.4	-2	-1	1.4	4.3	1.4	3.3	1.4	4.3	53.1	10313.1	1	1	3	1	1960	1969	0	8	1	1	2	1	1	1	2	-2	-1	4.2	-1	-1	-2	-2	-2	-2	-1	2.2	-1	1.2	-2	-2	-2	-2	-2	-2	-1	1.3	3.3	7.3	2.3	1.5	1.5	2.5	1.5	-2	1.5	1.5	1.5	-1	-1	-1	-2	-1	-2	-2.	1	68.1	0	0	0	44444	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	68.1	Men of Kagoda Island who fish for anchovy	0	0	-1	4.3	1.5	0%	1.5		2.5		1.5		-2		1.5		1.5	Korean	1.5	1.4	1.4	1.4	1.4	-1	6.4	-1	2.2	6.4	1.4	1.3	-1	-1	6.4	4.4	-2	1.4	1.2	-1
50095	1	Watercourse in Punjab				A watercourse in the upper Bari Doab Irrigation System	Pakistan	Middle East & South Asia	5	963000	-1	50095.1	50095	Watercourse in Punjab	2	2	5	111	0	18715.5	0	P:85.4	1.5	-2	0	1.5	3.3	1.3	3.3	-1	-1	54.1	50095.1	8	1	1	2	1880	1972	1972	6	1	1	1	1	1	1	2	-2	-1	2.4	-2	-2	-1	963160.5	-2	-2	-1	3.3	-1	1.3	0	3.5	-1	-1	-1	-1	-1	2.3	-2	-2	2.3	2.3	2.3	3.4	2.3	3.4	1.3	1.3	1.3	2.3	2.3	2.3	4.3	-1	1.3	3.3	1	69.1	0	0	0	44444	44444	44444	44444	44444	44444	1.5	"The farmers who own land at the tail are always at a disadvantage for canal water." (p.27)	2.3	2.3	0	69.1	all appropriators of this resource	-1	41.5	-1	2.5	2.3		2.3		3.4		2.3		3.4	Arian	1.3	Sunni religious sect	1.3		1.3	1.4	1.4	2.3	2.3	2.3	6.3	-2	1.3	1.3	2.4	3.3	2.3	1.3	6.3	3.3	-2	1.3	2.3	2.3
50217	2	Hanan Sayoc Irrigation	Lurin Sayoc Irrigation			Quinea	Peru	South America	5	-1	-1	50217.1	50217	Hanan Sayoc Irrigation	2	2	5	111	0	6400.2	0		1.4	1.4	-2	1.3	3.3	1.4	3.3	-1	-1	55.1	50217.1	8	1	1	2	0	1975	1975	-1	1	1	1	1	1	1	2		-1	2.3	-2	-2	-1	-1	-1	-1	-1	2.3	-1	1.3	-1	2.3	-1	2.3	-1	2.3	-1	2.3	-2	-2	2.4	2.3	1.3	2.3	1.3	1.3	2.3	1.3	1.3	1.3	3.3	2.3	-2	-2	-2	-2	1	70.1	0	0	0	44444	44444	44444	44444	44444	44444	-1		2.3	2.3	0	70.1	all appropriators of the resource	-1	600.2	-1	6.2	2.3		1.3		2.3		1.3		1.3		2.3		1.3	Quechua	1.3	1.3	1.3	3.3	3.3	3.3	6.4	-2	2.2	-1	1.3	3.3	-1	1.3	6.4	4.3	-2	1.3	2.4	2.3
50399	2	Lurin Sayoc Irrigation	Hanan Sayoc Irrigation			Quinea	Peru	South America	5	-1	-1	50399.1	50399	Lurin Sayoc Irrigation	2	2	5	111	0	6400.2	0		1.4	1.4	-2	1.3	3.3	1.4	3.3	-1	-1	56.1	50399.1	8	1	1	2	0	1970	1970	-1	1	1	1	1	1	1	2	-2	-1	2.3	-2	-2	-1	-1	-1	-1	-1	2.3	-1	1.3	-1	2.3	-1	2.3	-1	2.3	-1	2.3	1.3	1.3	2.4	2.3	1.3	2.3	1.3	1.3	2.3	1.3	1.3	1.3	3.3	2.3	-2	-2	-2	-2	1	71.1	0	0	0	44444	44444	44444	44444	44444	44444	-1		2.3	2.3	0	71.1	all appropriators of the resource	-1	400.2	-1	5.2	2.3		1.3		2.3		1.3		1.3		2.3		1.3	Quechua	1.3	1.3	1.3	3.3	3.3	3.3	6.4	-2	2.2	-1	1.3	3.3	-1	1.3	6.4	4.3	-2	1.3	2.4	2.3
50399	2	Lurin Sayoc Irrigation	Hanan Sayoc Irrigation			Quinea	Peru	South America	5	-1	-1	50399.1	50399	Lurin Sayoc Irrigation	2	2	5	111	0	6400.2	0		1.4	1.4	-2	1.3	3.3	1.4	3.3	-1	-1	56.2	50399.1	8	1	1	2	1970	1975	1975	2	4	1	1	1	1	1	2		2.3	2.3	-2	-2	-1	-1	-1	-1	2.3	2.3	1.3	1.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	-2	-2	2.4	2.3	1.3	2.3	1.3	1.3	2.3	1.3	1.3	1.3	3.3	2.3	-2	-2	-2	-2	1	71.2	0	0	0	44444	44444	44444	44444	44444	44444	-1	-2	2.3	2.3	0	71.2	all appropriators of the resource	400.2	400.2	5.2	5.2	2.3		1.3		2.3		1.3		1.3		2.3		1.3	Quechua	1.3	1.4	1.4	1.3	3.3	3.3	6.4	-2	2.2	-1	1.3	3.3	-1	1.3	6.4	4.3	-2	1.3	3.3	2.3
50103	4	A Watercourse in Area One	A Tailend Watercourse in Area Two	A Watercourse in Area Three	A Watercourse in Area Four	A Watercourse in Area One	Pakistan	Middle East & South Asia	5	6280000000	-1	50103.1	50103	A Watercourse in Area One	2	2	5	221	0	0	0		1.4	-2	-2	1.4	3.3	1.3	3.3	-1	-1	57.1	50103.1	7	1	1	2	0	1979	1979	4	1	1	1	1	1	1	2	-2	-1	2.4	-2	-2	500000.3	500000.3	-1	-1	-1	3.3	-1	1.3	-1	3.4	-1	3.4	-1	2.3	-1	-1	-2	-2	2.3	2.3	-1	-1	-1	-1	-1	1.3	1.3	-1	-1	-1	3	-1	2.2	01000.3	1	72.1	0	0	0	44444	44444	44444	44444	44444	44444	1.4	p.45	2.3	2.3	0	72.1	all appropriators of the resource	50.2	50.3	2.2	2.3	2.3		-1		-1		-1		-1		-1		1.3		1.3	1.4	1.4	1.3	-1	-1	6.3	-2	1.3	1.3	1.4	3.3	3.4	-1	4.4	4.3	-2	-1	2.3	1.3
50105	4	A Watercourse in Area Three	A Watercourse in Area Four	A Watercourse in Area One	A Tailend Watercourse in Area Two	A Watercourse in Area Three	Indonesia	Orient	5	1150000	-1	50105.1	50105	A Watercourse in Area Three	2	2	5	322	0	0	0	3.3	1.3	-2	-2	1.3	-1	1.4	3.3	-1	-1	58.1	50105.1	8	1	1	2	0	1979	1979	4	1	1	1	1	1	1	2	-2	-1	2.3	-2	-2	1150000	1150000	-1	-1	-1	3.3	-1	1.3	-1	3.3	-1	2.3	-1	2.3	1.3	1.3	-2	-2	2.3	2.3	1.3	2.3	1.3	1.3	2.3	1.3	1.3	1.3	2.3	-1	-1	-1	-1	21222.3	1	73.1	0	0	0	44444	44444	44444	44444	44444	44444	1.3	watercourse, head vs. tail: uncertain; larger vs. smaller farmers: probably rather inequitable (p.46).	2.3	2.3	0	73.1	All appropriators of the resource	460.2	460.2	5.3	5.3	2.3		1.3		2.3		1.3		1.3		2.3		1.3		1.3	1.4	1.4	1.4	3.3	3.3	6.3	-2	1.3	-1	1.3	3.3	2.3	1.3	4.3	4.3	-1	-1	1.3	-1
50106	4	A Watercourse in Area Four	A Watercourse in Area One	A Tailend Watercourse in Area Two	A Watercourse in Area Three	A Watercourse in Area Four	Taiwan	Orient	5	150000	-1	50106.1	50106	A Watercourse in Area Four	2	2	5	433	0	0	0	3.3	1.3	-2	-2	2.3	-2	1.3	3.3	-1	-1	59.1	50106.1	8	1	1	2	1975	1979	1979	2	4	1	1	1	1	1	2	-2	2.4	2.4	-2	-2	1500000	1500000	-1	-1	3.3	3.3	1.3	1.3	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	-2	-2	2.3	2.3	1.3	2.3	1.3	1.3	2.3	1.3	1.3	1.3	2.3	-1	2.3	-1	4.3	01000.3	1	74.1	0	0	0	44444	44444	44444	44444	44444	44444	2.4		2.4	2.3	0	74.1	All appropriators of the resource	300.3	300.3	5.3	5.3	2.3		1.3		2.3		1.3		1.3		2.3		1.3		1.3	1.4	1.4	1.4	3.3	3.3	6.3	-2	2.4	-1	4.3	3.3	1.4	1.3	6.4	2.3	-2	1.3	1.4	1.4
50104	4	A Tailend Watercourse in Area Two	A Watercourse in Area Three	A Watercourse in Area Four	A Watercourse in Area One	A Tailend Watercourse in Area Two	India	Middle East & South Asia	5	330000	-1	50104.1	50104	A Tailend Watercourse in Area Two	2	2	5	111	0	0	0		2.3	-2	-2	1.4	3.3	1.3	3.3	-1	-1	60.1	50104.1	7	1	1	-1	1960	1979	0	4	1	1	1	1	1	1	2	-2	-1	1.4	-2	-2	330000.3	330000.3	-1	-1	3.3	3.3	1.3	1.3	-1	4.4	-1	4.3	-1	4.3	3.3	3.3	-2	-2	2.3	2.3	1.3	-1	1.3	-1	-1	1.3	1.3	5.4	4.3	-1	3.3	-1	2.3	01000.3	1	75.1	0	0	0	44444	44444	44444	44444	44444	44444	1.3	distribution within each watercourse is inequitable; larger farmers may be assumed to benefit disproportionately (p.47)	2.3	2.3	0	75.1	All appropriators of the resource	10.2	10.2	1.3	1.3	2.3		1.3		-1		1.3		-1		-1		1.3		1.3	1.3	1.3	3.3	-1	3.3	6.3	-2	1.3	-1	1.3	3.3	3.3	1.3	-1	4.3	-2	1.3	3.3	2.3
50370	1	Nabagram Irrigation				Nabagram	Bangladesh	Middle East & South Asia	5	291800	-1	50370.1	50370	Nabagram Irrigation	2	2	5	111	0	0	0	57.4	1.4	-2	-2	2.3	-2	2.3	-2	2.3	-2	61.1	50370.1	8	1	1	2	1971	1976	1976	2	2	1	1	1	1	1	2		3.4	3.4	-2	-2	291800.5	291800.1	-2	-2	3.3	3.3	1.3	1.3	1.3	1.3	-2	-2	1.4	1.4	1.3	1.3	-2	-2	2.4	2.3	1.3	2.3	1.3	2.3	2.3	1.3	1.3	1.3	2.3	3.3	2.3	-1	4.3	01000.5	3	76.1	76.2	76.3	0	12222.4	12222.4	44444	12222.4	44444	44444	2.3		2.3	2.3	0	76.1	cooperative members	32.5	32.5	2.5	2.5	2.3		1.3		2.3		1.3		2.3		2.3		1.3		1.3	1.5	1.5	1.5	1.4	3.3	6.4	-2	3.4	6.4	1.3	3.3	2.3	1.3	6.4	4.3	-2	2.3	1.3	1.3
50370	1	Nabagram Irrigation				Nabagram	Bangladesh	Middle East & South Asia	5	291800	-1	50370.1	50370	Nabagram Irrigation	2	2	5	111	0	0	0	57.4	1.4	-2	-2	2.3	-2	2.3	-2	2.3	-2	61.1	50370.1	8	1	1	2	1971	1976	1976	2	2	1	1	1	1	1	2		3.4	3.4	-2	-2	291800.5	291800.1	-2	-2	3.3	3.3	1.3	1.3	1.3	1.3	-2	-2	1.4	1.4	1.3	1.3	-2	-2	2.4	2.3	1.3	2.3	1.3	2.3	2.3	1.3	1.3	1.3	2.3	3.3	2.3	-1	4.3	01000.5	3	76.1	76.2	76.3	0	12222.4	12222.4	44444	12222.4	44444	44444	2.3		2.3	2.3	0	76.2	Village nonmembers	18.5	18.5	1.5	1.5	2.3		1.3		2.3		1.3		2.3		2.3		1.3		1.3	1.5	1.5	3.5	3.5	3.5	6.4	-2	3.4	6.4	1.3	3.3	2.3	1.3	6.4	4.3	-2	2.3	1.3	1.3
50370	1	Nabagram Irrigation				Nabagram	Bangladesh	Middle East & South Asia	5	291800	-1	50370.1	50370	Nabagram Irrigation	2	2	5	111	0	0	0	57.4	1.4	-2	-2	2.3	-2	2.3	-2	2.3	-2	61.1	50370.1	8	1	1	2	1971	1976	1976	2	2	1	1	1	1	1	2		3.4	3.4	-2	-2	291800.5	291800.1	-2	-2	3.3	3.3	1.3	1.3	1.3	1.3	-2	-2	1.4	1.4	1.3	1.3	-2	-2	2.4	2.3	1.3	2.3	1.3	2.3	2.3	1.3	1.3	1.3	2.3	3.3	2.3	-1	4.3	01000.5	3	76.1	76.2	76.3	0	12222.4	12222.4	44444	12222.4	44444	44444	2.3		2.3	2.3	0	76.3	Outside villagers	11.5	11.5	1.5	1.5	2.3		1.3		2.3		1.3		2.3		2.3		1.3		1.3	1.5	1.5	3.5	3.5	3.5	6.3	-2	3.4	6.3	1.3	3.3	2.3	1.3	6.3	4.2	-2	2.3	1.3	1.3
50428	1	Mauraro Irrigation				The barrio of Mauraro	Philippines	Orient	5	150000	-1	50428.1	50428	Mauraro Irrigation	2	2	5	111	0	2000.5	0		1.3	-2	-2	1.4	3.3	1.4	2.3	2.4	-2	62.1	50428.1	7	1	1	2	1918	1978	1978	5	1	1	1	1	1	1	2	-2	-1	2.4	-2	-2	-1	150000.5	-1	-1	-1	3.3	-1	1.3	-1	3.4	-2	-2	-1	3.4	-1	2.3	-2	-2	2.3	2.3	2.3	2.3	1.3	1.3	2.3	1.3	1.3	1.3	3.3	3.3	-2	-2	-2	-2	1	77.1	0	0	0	44444	44444	44444	44444	44444	44444	1.4	In recent years, there appears to be less water reaching the downstream farms.	-1	1.4	0	77.1	all appropriators	26.3	26.5	2.3	2.5	2.3		2.3		2.3		1.3		1.3		2.3		1.3		1.3	1.4	1.4	1.3	1.3	3.3	6.4	-2	3.4	6.3	1.3	3.3	2.3	1.3	-1	4.3	-2	1.3	3.3	2.3
10429	1	Caye Caulker Lobsterfishing				Caye Caulker	Belize	South America	1	-1	-2	10429.1	10429	Caye Caulker Lobsterfishing	1	1	1		0	0	0		2.4	1.4	1	1.4	2.3	1.4	2.3	1.4	4.3	63.1	10429.1	2	1	-2	5	1960	1984	0	4	2	1	1	1	1	1	2	-2	4.3	3.2	-1	137	-2	-2	-2	-2	2.3	2.3	1.3	1.2	-2	-2	-2	-2	-2	-2	-1	-1	-1	4.4	-1	1.4	1.4	2.4	1.4	-2	3.3	1.4	1.3	-1	4.3	5.3	-2	3.3	-2	-1	1	78.1	0	0	0	44444	44444	44444	44444	44444	44444	2.3		2.3	-1	0	78.1	lobsterfishers who set traps in predefined territories	-1	-1	-1	5.3	1.4	0%	1.4	Spanish	2.4		1.4	Hispanic	-2		1.4	Catholic	1.4	Spanish	1.4	1.3	1.3	1.3	-1	2.3	6.4	2.2	1.4	6.2	1.3	4.4	2.3	2.2	6.4	3.3	-2	1.4	4.3	2.3
50431	1	Main Watercourse in Gondalpur				Main Watercourse in Gondalpur	Pakistan	Middle East & South Asia	5	2000000	-1	50431.1	50431	Main Watercourse in Gondalpur	2	2	5	111	0	0	0	113.5	2.4	-2	-2	1.4	3.3	1.3	3.3	1.3	4.3	64.1	50431.1	8	1	1	2	1961	1977	1977	3	3	1	1	1	1	1	2	-2	1.4	1.4	-2	-2	2000000	2000000	-1	-1	4.4	4.4	2.4	2.4	4.4	4.5	3.3	3.3	2.3	2.3	3.4	3.4	-2	-2	2.3	2.3	2.3	5.4	2.3	4.4	2.3	1.3	1.3	5.4	3.3	3.3	-2	-2	-2	-2	1	79.1	0	0	0	44444	44444	44444	44444	44444	44444	1.4	farmers at the tail were probably getting half to a third of the amount available at the head by 1977 (p.52)	-1	1.4	0	79.1	All appropriators of the resource	95.3	95.3	3.3	3.3	2.3		2.3		5.4		2.3		4.4	Gondal	2.3		1.3		1.3	1.4	1.4	1.4	3.3	3.3	6.3	-2	1.3	-1	3.2	3.3	3.3	1.3	-1	1.3	-2	2.3	3.4	2.3
10101	1	San Pedro Spiny Lobster Fishery				San Pedro	Belize	South America	1	-1	-2	10101.1	10101	San Pedro Spiny Lobster Fishery	1	1	1		0	0	0		2.4	1.5	-1	1.4	2.4	1.4	2.4	1.3	-1	65.1	10101.1	2	1	3	5	1963	1980	0	3	2	1	1	1	1	1	2	-2	4.3	3.3	-1	-1	-2	-2	-2	-2	2.2	2.2	1.3	1.3	-2	-2	-2	-2	-2	-2	2.3	1.3	3.3	4.3	-1	1.5	2.5	2.5	2.5	-2	2.5	1.5	1.5	1.5	-1	-1	-1	-1	-1	-1	2	80.1	81.1	0	0	21222.4	44444	44444	44444	44444	44444	-1		-1	-1	0	80.1	This engages in day fishing within the barrier reef - they use different technologies and they only account for about 30% of the lobster harvested.	0	0	-1	3.3	1.5	0%	2.5	mestizo	2.5		2.5		-2		2.5	catholic	1.5	Spanish	1.5	1.4	1.4	1.4	2.4	2.4	6.4	2.3	1.3	6.4	1.4	4.3	2.3	-1	6.4	4.4	-2	1.3	1.3	-2
10101	1	San Pedro Spiny Lobster Fishery				San Pedro	Belize	South America	1	-1	-2	10101.1	10101	San Pedro Spiny Lobster Fishery	1	1	1		0	0	0		2.4	1.5	-1	1.4	2.4	1.4	2.4	1.3	-1	65.1	10101.1	2	1	3	5	1963	1980	0	3	2	1	1	1	1	1	2	-2	4.3	3.3	-1	-1	-2	-2	-2	-2	2.2	2.2	1.3	1.3	-2	-2	-2	-2	-2	-2	2.3	1.3	3.3	4.3	-1	1.5	2.5	2.5	2.5	-2	2.5	1.5	1.5	1.5	-1	-1	-1	-1	-1	-1	2	80.1	81.1	0	0	21222.4	44444	44444	44444	44444	44444	-1		-1	-1	0	81.1	This subgroup engages in long distance fishing beyond the reef, it accounts for 70% of the lobster catch among San Pedro fishermen.	0	0	-1	4.3	1.5	0%	2.5	mestizos	2.5		2.5		-2		2.5	catholic	1.5	Spanish	1.5	1.4	1.4	1.4	2.4	2.4	6.4	2.4	1.4	6.4	1.4	4.3	2.2	-1	6.4	4.4	-2	1.3	1.3	-2
50478	7	Silean Banua Irrigation	Bondar Parhudagar Irrigation	Bondar Pansur Irrigation	Bondar Paringgiringgiron Irrigation	Lintong ni Huta	Indonesia	Orient	5	1200000	-1	50478.1	50478	Silean Banua Irrigation	2	2	5	222	0	-1	0	-1	-1	-2	-2	-1	-1	-1	-1	-1	-1	66.1	50478.1	7	1	1	2	1971	1976	1976	2	2	1	1	1	1	1	2	-2	3.3	3.3	-2	-2	1200000	1200000	-1	-1	3.3	3.3	1.3	1.3	3.3	2.3	3.3	2.3	3.3	2.3	1.3	1.3	-2	-2	2.3	2.3	1.4	2.4	1.4	1.4	1.4	1.4	1.4	1.4	2.3	3.3	2.3	-1	4.3	1.5	3	82.1	83.1	84.1	0	12222.5	12222.5	44444	12222.5	44444	44444	2.3	-2	2.3	2.3	0	82.1	Male heirs of the six suhut groups	-1	-1	3.3	3.3	2.3		1.4		2.4		1.4		1.4		1.4		1.4		1.4	1.5	1.5	1.4	1.3	3.3	6.4	-2	1.3	1.3	3.3	4.3	-1	1.3	6.4	1.3	-2	2.3	1.4	1.3
50478	7	Silean Banua Irrigation	Bondar Parhudagar Irrigation	Bondar Pansur Irrigation	Bondar Paringgiringgiron Irrigation	Lintong ni Huta	Indonesia	Orient	5	1200000	-1	50478.1	50478	Silean Banua Irrigation	2	2	5	222	0	-1	0	-1	-1	-2	-2	-1	-1	-1	-1	-1	-1	66.1	50478.1	7	1	1	2	1971	1976	1976	2	2	1	1	1	1	1	2	-2	3.3	3.3	-2	-2	1200000	1200000	-1	-1	3.3	3.3	1.3	1.3	3.3	2.3	3.3	2.3	3.3	2.3	1.3	1.3	-2	-2	2.3	2.3	1.4	2.4	1.4	1.4	1.4	1.4	1.4	1.4	2.3	3.3	2.3	-1	4.3	1.5	3	82.1	83.1	84.1	0	12222.5	12222.5	44444	12222.5	44444	44444	2.3	-2	2.3	2.3	0	83.1	Levy-paying members who reside in Lintong ni Huta	0	0	4.3	4.3	2.3		1.4		2.4		1.4		1.4		1.4		1.4		1.4	1.5	1.5	1.4	3.3	3.3	6.4	-2	1.3	1.3	2.3	3.4	-1	1.3	6.4	2.3	-2	1.3	1.4	1.3
